Unnamed:0;customer_zip_code_prefix;geolocation_lat;geolocation_lng;geolocation_city;geolocation_state;quantidade;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;130;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;131;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;132;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;133;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;134;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;135;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;136;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;137;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;138;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;139;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;140;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;141;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;142;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;143;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;144;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;145;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;146;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;147;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;148;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;149;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;150;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;151;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;152;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;153;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;154;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;155;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;156;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;157;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;158;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;159;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;160;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;161;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;162;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;163;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;164;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;165;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;166;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;167;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;168;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;169;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;170;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;171;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;172;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;173;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;174;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;175;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;176;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;177;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;178;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;179;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;180;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;181;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;182;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;183;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;184;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;185;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;186;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;187;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;188;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;189;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;190;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;191;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;192;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;193;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;194;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;195;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;196;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;197;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;198;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;199;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;200;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;201;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;202;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;203;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;204;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;205;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;206;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;207;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;208;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;209;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;210;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;211;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;212;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;213;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;214;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;215;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;216;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;217;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;218;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;219;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;220;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;221;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;222;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;223;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;224;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;225;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;226;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;227;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;228;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;229;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;230;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;231;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;232;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;233;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;234;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;235;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;236;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;237;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;238;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;239;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;240;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;241;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;242;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;243;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;244;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;245;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;246;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;247;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;248;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;249;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;250;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;251;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;252;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;253;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;254;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;255;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;256;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;257;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;258;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;259;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;260;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;261;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;262;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;263;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;264;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;265;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;266;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;267;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;268;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;269;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;270;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;271;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;272;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;273;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;274;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;275;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;276;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;277;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;278;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;279;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;280;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;281;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;282;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;283;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;284;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;285;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;286;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;287;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;288;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;289;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;290;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;291;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;292;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;293;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;294;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;295;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;296;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;297;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;298;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;299;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;300;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;301;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;302;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;303;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;304;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;305;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;306;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;307;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;308;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;309;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;310;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;311;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;312;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;313;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;314;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;315;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;316;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;317;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;318;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;319;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;320;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;321;
0;1003;-2.354.903.244.546.710;-4.663.531.311.226.840;sao paulo;SP;322;
